Transaction_ID,Date_Vente,Produit,Categorie,Quantite,Prix_Unitaire,Total_Vente,Client_ID,Region
TXN0299,2023-12-06,Casque Bluetooth,Accessoires,2,25000,50000,CUST1150,Matam
TXN0300,2023-09-28,Télévision LED,Électronique,1,450000,450000,CUST1857,Thiès
TXN0301,2023-02-08,Sac à dos,Mode,2,15000,30000,CUST5590,Thiès
TXN0302,2023-10-28,Télévision LED,Électronique,3,450000,1350000,CUST8537,Ziguinchor
TXN0303,2023-08-07,Sac à dos,Mode,5,15000,75000,CUST7643,Dakar
TXN0304,2023-01-15,Chaussures de sport,Mode,3,40000,120000,CUST4990,Kaolack
TXN0305,2023-10-12,Casque Bluetooth,Accessoires,1,25000,25000,CUST2599,Dakar
TXN0306,2023-03-05,Sac à dos,Mode,3,15000,45000,CUST5649,Matam
TXN0307,2023-09-17,Montre connectée,Électronique,3,75000,225000,CUST7262,Ziguinchor
TXN0308,2023-08-02,Montre connectée,Électronique,3,75000,225000,CUST7220,Matam
TXN0309,2023-04-22,Bureau ergonomique,Mobilier,3,120000,360000,CUST2549,Thiès
TXN0310,2023-01-31,Livre de développement personnel,Livres,3,10000,30000,CUST1048,Thiès
TXN0311,2023-01-18,Bureau ergonomique,Mobilier,2,120000,240000,CUST1577,Tambacounda
TXN0312,2023-11-11,Téléphone,Électronique,3,200000,600000,CUST7047,Kaolack
TXN0313,2023-09-15,Ordinateur Portable,Électronique,2,350000,700000,CUST1650,Dakar
TXN0314,2023-06-19,Clavier mécanique,Accessoires,5,50000,250000,CUST6451,Kaolack
TXN0315,2023-01-11,Télévision LED,Électronique,3,450000,1350000,CUST5107,Ziguinchor
TXN0316,2023-10-12,Clavier mécanique,Accessoires,3,50000,150000,CUST3584,Dakar
TXN0317,2023-03-01,Sac à dos,Mode,3,15000,45000,CUST1185,Ziguinchor
TXN0318,2023-05-29,Casque Bluetooth,Accessoires,4,25000,100000,CUST6620,Thiès
TXN0319,2023-06-28,Télévision LED,Électronique,2,450000,900000,CUST7039,Saint-Louis
TXN0320,2023-06-23,Télévision LED,Électronique,2,450000,900000,CUST2506,Matam
TXN0321,2023-12-07,Téléphone,Électronique,5,200000,1000000,CUST7672,Saint-Louis
TXN0322,2023-04-21,Montre connectée,Électronique,1,75000,75000,CUST5329,Dakar
TXN0323,2023-12-20,Livre de développement personnel,Livres,5,10000,50000,CUST9264,Tambacounda
TXN0324,2023-11-05,Bureau ergonomique,Mobilier,5,120000,600000,CUST7030,Matam
TXN0325,2023-12-21,Bureau ergonomique,Mobilier,1,120000,120000,CUST3861,Kolda
TXN0326,2023-05-20,Montre connectée,Électronique,1,75000,75000,CUST7231,Kolda
TXN0327,2023-09-15,Livre de développement personnel,Livres,2,10000,20000,CUST6422,Saint-Louis
TXN0328,2023-03-13,Sac à dos,Mode,4,15000,60000,CUST1759,Thiès
TXN0329,2023-12-11,Télévision LED,Électronique,4,450000,1800000,CUST8331,Tambacounda
TXN0330,2023-01-11,Sac à dos,Mode,4,15000,60000,CUST6237,Kolda
TXN0331,2023-06-14,Montre connectée,Électronique,3,75000,225000,CUST7556,Thiès
TXN0332,2023-07-09,Livre de développement personnel,Livres,2,10000,20000,CUST1182,Kolda
TXN0333,2023-07-14,Clavier mécanique,Accessoires,2,50000,100000,CUST4312,Tambacounda
TXN0334,2023-01-21,Montre connectée,Électronique,3,75000,225000,CUST6449,Thiès
TXN0335,2023-05-17,Ordinateur Portable,Électronique,4,350000,1400000,CUST9635,Ziguinchor
TXN0336,2023-01-13,Livre de développement personnel,Livres,4,10000,40000,CUST6153,Saint-Louis
TXN0337,2023-12-20,Sac à dos,Mode,1,15000,15000,CUST5038,Tambacounda
TXN0338,2023-05-27,Clavier mécanique,Accessoires,1,50000,50000,CUST6474,Thiès
TXN0339,2023-04-12,Ordinateur Portable,Électronique,1,350000,350000,CUST1727,Tambacounda
TXN0340,2023-02-08,Clavier mécanique,Accessoires,4,50000,200000,CUST5697,Matam
TXN0341,2023-05-13,Clavier mécanique,Accessoires,2,50000,100000,CUST5458,Saint-Louis
TXN0342,2023-06-07,Bureau ergonomique,Mobilier,3,120000,360000,CUST2900,Matam
TXN0343,2023-10-20,Télévision LED,Électronique,5,450000,2250000,CUST2434,Tambacounda
TXN0344,2023-01-17,Clavier mécanique,Accessoires,2,50000,100000,CUST2095,Matam
TXN0345,2023-07-14,Livre de développement personnel,Livres,4,10000,40000,CUST9768,Matam
TXN0346,2023-11-17,Clavier mécanique,Accessoires,1,50000,50000,CUST5889,Dakar
TXN0347,2023-01-07,Télévision LED,Électronique,2,450000,900000,CUST4089,Matam
TXN0348,2023-06-01,Clavier mécanique,Accessoires,1,50000,50000,CUST9425,Ziguinchor
TXN0349,2023-06-06,Bureau ergonomique,Mobilier,4,120000,480000,CUST6175,Ziguinchor
TXN0350,2023-11-17,Télévision LED,Électronique,5,450000,2250000,CUST6621,Matam
TXN0351,2023-09-23,Bureau ergonomique,Mobilier,5,120000,600000,CUST2156,Ziguinchor
TXN0352,2023-01-22,Casque Bluetooth,Accessoires,3,25000,75000,CUST4386,Kaolack
TXN0353,2023-08-07,Téléphone,Électronique,3,200000,600000,CUST4175,Ziguinchor
TXN0354,2023-02-07,Casque Bluetooth,Accessoires,2,25000,50000,CUST1045,Thiès
TXN0355,2023-03-23,Télévision LED,Électronique,2,450000,900000,CUST2231,Kaolack
TXN0356,2023-08-13,Montre connectée,Électronique,4,75000,300000,CUST3510,Thiès
TXN0357,2023-02-08,Chaussures de sport,Mode,1,40000,40000,CUST3457,Kolda
TXN0358,2023-11-11,Bureau ergonomique,Mobilier,1,120000,120000,CUST4326,Tambacounda
TXN0359,2023-07-15,Bureau ergonomique,Mobilier,5,120000,600000,CUST9296,Tambacounda
TXN0360,2023-01-28,Télévision LED,Électronique,2,450000,900000,CUST6877,Saint-Louis
TXN0361,2023-09-09,Livre de développement personnel,Livres,1,10000,10000,CUST1617,Dakar
TXN0362,2023-01-26,Télévision LED,Électronique,3,450000,1350000,CUST9238,Thiès
TXN0363,2023-09-16,Sac à dos,Mode,4,15000,60000,CUST5982,Kolda
TXN0364,2023-10-29,Casque Bluetooth,Accessoires,2,25000,50000,CUST6055,Kaolack
TXN0365,2023-05-04,Clavier mécanique,Accessoires,3,50000,150000,CUST3132,Ziguinchor
TXN0366,2023-12-24,Clavier mécanique,Accessoires,5,50000,250000,CUST8307,Dakar
TXN0367,2023-10-13,Téléphone,Électronique,5,200000,1000000,CUST5608,Kolda
TXN0368,2023-03-19,Télévision LED,Électronique,3,450000,1350000,CUST1190,Thiès
TXN0369,2023-07-19,Téléphone,Électronique,4,200000,800000,CUST2092,Kaolack
TXN0370,2023-06-01,Ordinateur Portable,Électronique,5,350000,1750000,CUST9897,Dakar
TXN0371,2023-08-21,Clavier mécanique,Accessoires,4,50000,200000,CUST7989,Saint-Louis
TXN0372,2023-05-21,Livre de développement personnel,Livres,4,10000,40000,CUST4814,Kolda
TXN0373,2023-12-12,Ordinateur Portable,Électronique,1,350000,350000,CUST4607,Kolda
TXN0374,2023-05-24,Montre connectée,Électronique,5,75000,375000,CUST6321,Thiès
TXN0375,2023-12-30,Livre de développement personnel,Livres,2,10000,20000,CUST2394,Kaolack
TXN0376,2023-12-11,Chaussures de sport,Mode,5,40000,200000,CUST3878,Tambacounda
TXN0377,2023-03-10,Sac à dos,Mode,4,15000,60000,CUST1711,Matam
TXN0378,2023-05-18,Casque Bluetooth,Accessoires,4,25000,100000,CUST9915,Matam
TXN0379,2023-08-27,Ordinateur Portable,Électronique,1,350000,350000,CUST8192,Dakar
TXN0380,2023-06-17,Télévision LED,Électronique,5,450000,2250000,CUST7604,Saint-Louis
TXN0381,2023-07-11,Montre connectée,Électronique,4,75000,300000,CUST8087,Matam
TXN0382,2023-10-04,Montre connectée,Électronique,4,75000,300000,CUST9244,Kolda
TXN0383,2023-02-21,Bureau ergonomique,Mobilier,3,120000,360000,CUST4725,Kolda
TXN0384,2023-02-19,Bureau ergonomique,Mobilier,4,120000,480000,CUST5415,Matam
TXN0385,2023-11-21,Clavier mécanique,Accessoires,3,50000,150000,CUST1427,Kaolack
TXN0386,2023-01-01,Téléphone,Électronique,1,200000,200000,CUST4745,Thiès
TXN0387,2023-11-08,Montre connectée,Électronique,4,75000,300000,CUST9774,Matam
TXN0388,2023-07-30,Ordinateur Portable,Électronique,5,350000,1750000,CUST5588,Kaolack
TXN0389,2023-07-04,Chaussures de sport,Mode,5,40000,200000,CUST3661,Dakar
TXN0390,2023-07-20,Clavier mécanique,Accessoires,2,50000,100000,CUST5350,Thiès
TXN0391,2023-09-07,Téléphone,Électronique,4,200000,800000,CUST6578,Kolda
TXN0392,2023-11-07,Sac à dos,Mode,3,15000,45000,CUST1111,Kaolack
TXN0393,2023-08-30,Bureau ergonomique,Mobilier,2,120000,240000,CUST7214,Kaolack
TXN0394,2023-04-29,Sac à dos,Mode,3,15000,45000,CUST4209,Kolda
TXN0395,2023-03-17,Bureau ergonomique,Mobilier,4,120000,480000,CUST1088,Saint-Louis
TXN0396,2023-11-02,Sac à dos,Mode,3,15000,45000,CUST2445,Thiès
TXN0397,2023-10-17,Ordinateur Portable,Électronique,1,350000,350000,CUST2162,Dakar
TXN0398,2023-01-16,Livre de développement personnel,Livres,1,10000,10000,CUST9742,Ziguinchor
TXN0399,2023-08-18,Téléphone,Électronique,3,200000,600000,CUST4667,Dakar
TXN0400,2023-12-08,Casque Bluetooth,Accessoires,5,25000,125000,CUST1715,Matam
TXN0401,2023-05-28,Livre de développement personnel,Livres,4,10000,40000,CUST9891,Saint-Louis
TXN0402,2023-02-11,Téléphone,Électronique,4,200000,800000,CUST6505,Dakar
TXN0403,2023-01-30,Ordinateur Portable,Électronique,1,350000,350000,CUST3789,Kaolack
TXN0404,2023-06-22,Clavier mécanique,Accessoires,2,50000,100000,CUST2168,Tambacounda
TXN0405,2023-06-28,Téléphone,Électronique,5,200000,1000000,CUST6576,Dakar
TXN0406,2023-02-10,Télévision LED,Électronique,2,450000,900000,CUST3035,Tambacounda
TXN0407,2023-09-05,Téléphone,Électronique,3,200000,600000,CUST3086,Kolda
TXN0408,2023-11-18,Bureau ergonomique,Mobilier,5,120000,600000,CUST1880,Matam
TXN0409,2023-10-09,Montre connectée,Électronique,1,75000,75000,CUST3891,Kolda
TXN0410,2023-06-22,Montre connectée,Électronique,2,75000,150000,CUST5692,Ziguinchor
TXN0411,2023-09-08,Sac à dos,Mode,2,15000,30000,CUST8769,Kaolack
TXN0412,2023-04-05,Téléphone,Électronique,2,200000,400000,CUST4090,Thiès
TXN0413,2023-04-12,Téléphone,Électronique,1,200000,200000,CUST6514,Saint-Louis
TXN0414,2023-11-07,Sac à dos,Mode,3,15000,45000,CUST5929,Thiès
TXN0415,2023-10-04,Téléphone,Électronique,3,200000,600000,CUST2705,Ziguinchor
TXN0416,2023-09-08,Montre connectée,Électronique,5,75000,375000,CUST3747,Kaolack
TXN0417,2023-01-14,Télévision LED,Électronique,2,450000,900000,CUST4322,Kaolack
TXN0418,2023-08-13,Clavier mécanique,Accessoires,3,50000,150000,CUST8683,Tambacounda
TXN0419,2023-08-06,Bureau ergonomique,Mobilier,5,120000,600000,CUST3128,Kolda
TXN0420,2023-11-08,Chaussures de sport,Mode,3,40000,120000,CUST5767,Thiès
TXN0421,2023-02-28,Sac à dos,Mode,2,15000,30000,CUST9143,Thiès
TXN0422,2023-08-21,Livre de développement personnel,Livres,1,10000,10000,CUST2488,Ziguinchor
TXN0423,2023-03-05,Chaussures de sport,Mode,1,40000,40000,CUST2100,Kaolack
TXN0424,2023-01-27,Montre connectée,Électronique,4,75000,300000,CUST1673,Kolda
TXN0425,2023-02-11,Ordinateur Portable,Électronique,2,350000,700000,CUST3324,Kolda
TXN0426,2023-01-21,Montre connectée,Électronique,3,75000,225000,CUST8120,Matam
TXN0427,2023-11-23,Sac à dos,Mode,1,15000,15000,CUST5654,Kolda
TXN0428,2023-02-07,Montre connectée,Électronique,4,75000,300000,CUST5062,Kaolack
TXN0429,2023-10-29,Télévision LED,Électronique,3,450000,1350000,CUST6973,Ziguinchor
TXN0430,2023-11-12,Chaussures de sport,Mode,5,40000,200000,CUST8359,Dakar
TXN0431,2023-09-19,Montre connectée,Électronique,5,75000,375000,CUST1676,Tambacounda
TXN0432,2023-05-27,Clavier mécanique,Accessoires,3,50000,150000,CUST9673,Kaolack
TXN0433,2023-08-15,Casque Bluetooth,Accessoires,4,25000,100000,CUST2619,Thiès
TXN0434,2023-01-30,Téléphone,Électronique,2,200000,400000,CUST6722,Kaolack
TXN0435,2023-09-18,Ordinateur Portable,Électronique,1,350000,350000,CUST4225,Tambacounda
TXN0436,2023-06-16,Clavier mécanique,Accessoires,5,50000,250000,CUST8370,Matam
TXN0437,2023-08-19,Téléphone,Électronique,2,200000,400000,CUST8588,Tambacounda
TXN0438,2023-04-19,Sac à dos,Mode,2,15000,30000,CUST8554,Matam
TXN0439,2023-02-28,Casque Bluetooth,Accessoires,2,25000,50000,CUST3995,Thiès
TXN0440,2023-01-24,Sac à dos,Mode,1,15000,15000,CUST5693,Matam
TXN0441,2023-10-24,Casque Bluetooth,Accessoires,2,25000,50000,CUST6285,Thiès
TXN0442,2023-08-18,Sac à dos,Mode,2,15000,30000,CUST5586,Dakar
TXN0443,2023-10-14,Sac à dos,Mode,2,15000,30000,CUST2283,Tambacounda
TXN0444,2023-06-23,Sac à dos,Mode,5,15000,75000,CUST7789,Kolda
TXN0445,2023-07-14,Télévision LED,Électronique,4,450000,1800000,CUST9545,Kolda
TXN0446,2023-02-16,Télévision LED,Électronique,3,450000,1350000,CUST5460,Saint-Louis
TXN0447,2023-03-23,Sac à dos,Mode,5,15000,75000,CUST6305,Ziguinchor
TXN0448,2023-11-17,Télévision LED,Électronique,3,450000,1350000,CUST4477,Dakar
TXN0449,2023-10-16,Chaussures de sport,Mode,1,40000,40000,CUST1228,Kaolack
TXN0450,2023-12-08,Télévision LED,Électronique,3,450000,1350000,CUST2233,Thiès
TXN0451,2023-02-10,Ordinateur Portable,Électronique,5,350000,1750000,CUST4524,Kaolack
TXN0452,2023-12-27,Sac à dos,Mode,4,15000,60000,CUST5686,Thiès
TXN0453,2023-11-29,Ordinateur Portable,Électronique,2,350000,700000,CUST9510,Saint-Louis
TXN0454,2023-07-20,Sac à dos,Mode,5,15000,75000,CUST7842,Dakar
TXN0455,2023-05-25,Clavier mécanique,Accessoires,2,50000,100000,CUST4102,Saint-Louis
TXN0456,2023-08-25,Sac à dos,Mode,3,15000,45000,CUST6765,Matam
TXN0457,2023-12-05,Ordinateur Portable,Électronique,2,350000,700000,CUST5295,Kolda
TXN0458,2023-01-17,Sac à dos,Mode,1,15000,15000,CUST8324,Tambacounda
TXN0459,2023-04-26,Ordinateur Portable,Électronique,5,350000,1750000,CUST3302,Kaolack
TXN0460,2023-05-17,Livre de développement personnel,Livres,5,10000,50000,CUST4272,Tambacounda
TXN0461,2023-11-13,Téléphone,Électronique,5,200000,1000000,CUST3738,Saint-Louis
TXN0462,2023-08-19,Télévision LED,Électronique,3,450000,1350000,CUST3490,Kaolack
TXN0463,2023-10-08,Ordinateur Portable,Électronique,1,350000,350000,CUST4485,Saint-Louis
TXN0464,2023-01-22,Clavier mécanique,Accessoires,4,50000,200000,CUST3136,Kaolack
TXN0465,2023-07-09,Clavier mécanique,Accessoires,3,50000,150000,CUST7078,Thiès
TXN0466,2023-04-22,Sac à dos,Mode,4,15000,60000,CUST5296,Saint-Louis
TXN0467,2023-12-06,Clavier mécanique,Accessoires,1,50000,50000,CUST4695,Tambacounda
TXN0468,2023-11-24,Téléphone,Électronique,5,200000,1000000,CUST9075,Matam
TXN0469,2023-01-29,Montre connectée,Électronique,5,75000,375000,CUST3670,Dakar
TXN0470,2023-12-18,Sac à dos,Mode,3,15000,45000,CUST3800,Dakar
TXN0471,2023-12-24,Montre connectée,Électronique,3,75000,225000,CUST5013,Kaolack
TXN0472,2023-09-03,Bureau ergonomique,Mobilier,1,120000,120000,CUST9385,Kolda
TXN0473,2023-02-04,Livre de développement personnel,Livres,2,10000,20000,CUST4108,Matam
TXN0474,2023-01-29,Casque Bluetooth,Accessoires,2,25000,50000,CUST6153,Matam
TXN0475,2023-09-15,Clavier mécanique,Accessoires,1,50000,50000,CUST9176,Matam
TXN0476,2023-08-12,Clavier mécanique,Accessoires,2,50000,100000,CUST5817,Saint-Louis
TXN0477,2023-09-11,Chaussures de sport,Mode,5,40000,200000,CUST3941,Ziguinchor
TXN0478,2023-06-28,Chaussures de sport,Mode,4,40000,160000,CUST8663,Thiès
TXN0479,2023-11-07,Bureau ergonomique,Mobilier,1,120000,120000,CUST4614,Dakar
TXN0480,2023-12-12,Bureau ergonomique,Mobilier,2,120000,240000,CUST7910,Dakar
TXN0481,2023-09-24,Téléphone,Électronique,2,200000,400000,CUST2519,Ziguinchor
TXN0482,2023-10-03,Télévision LED,Électronique,2,450000,900000,CUST2333,Dakar
TXN0483,2023-01-19,Bureau ergonomique,Mobilier,2,120000,240000,CUST2676,Kolda
TXN0484,2023-12-14,Casque Bluetooth,Accessoires,2,25000,50000,CUST4079,Saint-Louis
TXN0485,2023-02-22,Montre connectée,Électronique,4,75000,300000,CUST6617,Matam
TXN0486,2023-06-29,Clavier mécanique,Accessoires,1,50000,50000,CUST9784,Tambacounda
TXN0487,2023-07-28,Bureau ergonomique,Mobilier,2,120000,240000,CUST9357,Ziguinchor
TXN0488,2023-10-27,Téléphone,Électronique,4,200000,800000,CUST7528,Dakar
TXN0489,2023-02-16,Livre de développement personnel,Livres,1,10000,10000,CUST8874,Matam
TXN0490,2023-04-13,Ordinateur Portable,Électronique,2,350000,700000,CUST3344,Tambacounda
TXN0491,2023-03-11,Bureau ergonomique,Mobilier,5,120000,600000,CUST9402,Kolda
TXN0492,2023-09-16,Bureau ergonomique,Mobilier,3,120000,360000,CUST1407,Tambacounda
TXN0493,2023-03-14,Livre de développement personnel,Livres,2,10000,20000,CUST2165,Kolda
TXN0494,2023-01-15,Sac à dos,Mode,3,15000,45000,CUST7890,Kolda
TXN0495,2023-12-08,Chaussures de sport,Mode,4,40000,160000,CUST6475,Matam
TXN0496,2023-09-14,Montre connectée,Électronique,1,75000,75000,CUST4761,Ziguinchor
TXN0497,2023-07-01,Casque Bluetooth,Accessoires,3,25000,75000,CUST2124,Dakar
TXN0498,2023-08-22,Clavier mécanique,Accessoires,1,50000,50000,CUST9028,Dakar
TXN0499,2023-05-24,Télévision LED,Électronique,1,450000,450000,CUST5758,Kolda
TXN0500,2023-03-29,Casque Bluetooth,Accessoires,1,25000,25000,CUST8801,Saint-Louis
TXN0501,2023-10-26,Téléphone,Électronique,2,200000,400000,CUST2181,Dakar
TXN0502,2023-01-20,Télévision LED,Électronique,1,450000,450000,CUST6814,Matam
TXN0503,2023-12-21,Bureau ergonomique,Mobilier,1,120000,120000,CUST8229,Tambacounda
TXN0504,2023-11-30,Chaussures de sport,Mode,1,40000,40000,CUST1428,Tambacounda
TXN0505,2023-07-01,Télévision LED,Électronique,1,450000,450000,CUST7261,Ziguinchor
TXN0506,2023-12-26,Sac à dos,Mode,3,15000,45000,CUST6085,Ziguinchor
TXN0507,2023-02-15,Télévision LED,Électronique,3,450000,1350000,CUST2262,Matam
TXN0508,2023-04-10,Bureau ergonomique,Mobilier,4,120000,480000,CUST5645,Kaolack
TXN0509,2023-10-16,Chaussures de sport,Mode,4,40000,160000,CUST9263,Dakar
TXN0510,2023-01-10,Ordinateur Portable,Électronique,4,350000,1400000,CUST4681,Dakar
TXN0511,2023-05-15,Clavier mécanique,Accessoires,5,50000,250000,CUST1191,Kolda
TXN0512,2023-09-14,Télévision LED,Électronique,5,450000,2250000,CUST1978,Kolda
TXN0513,2023-05-10,Livre de développement personnel,Livres,2,10000,20000,CUST9657,Kaolack
TXN0514,2023-02-10,Livre de développement personnel,Livres,2,10000,20000,CUST3056,Kaolack
TXN0515,2023-10-15,Clavier mécanique,Accessoires,4,50000,200000,CUST9085,Kolda
TXN0516,2023-04-20,Montre connectée,Électronique,5,75000,375000,CUST4565,Saint-Louis
TXN0517,2023-01-04,Livre de développement personnel,Livres,5,10000,50000,CUST9535,Saint-Louis
TXN0518,2023-02-13,Bureau ergonomique,Mobilier,4,120000,480000,CUST7476,Dakar
TXN0519,2023-01-20,Livre de développement personnel,Livres,1,10000,10000,CUST9689,Kolda
TXN0520,2023-04-25,Télévision LED,Électronique,1,450000,450000,CUST1077,Tambacounda
TXN0521,2023-08-11,Bureau ergonomique,Mobilier,1,120000,120000,CUST3453,Kolda
TXN0522,2023-10-28,Montre connectée,Électronique,4,75000,300000,CUST2044,Saint-Louis
TXN0523,2023-05-14,Casque Bluetooth,Accessoires,3,25000,75000,CUST9175,Saint-Louis
TXN0524,2023-11-08,Clavier mécanique,Accessoires,1,50000,50000,CUST2337,Ziguinchor
TXN0525,2023-03-02,Ordinateur Portable,Électronique,3,350000,1050000,CUST9122,Tambacounda
TXN0526,2023-12-17,Montre connectée,Électronique,4,75000,300000,CUST6944,Kolda
TXN0527,2023-09-03,Ordinateur Portable,Électronique,3,350000,1050000,CUST2242,Thiès
TXN0528,2023-06-09,Montre connectée,Électronique,4,75000,300000,CUST5753,Matam
TXN0529,2023-09-02,Bureau ergonomique,Mobilier,2,120000,240000,CUST9216,Thiès
TXN0530,2023-09-03,Ordinateur Portable,Électronique,2,350000,700000,CUST3103,Ziguinchor
TXN0531,2023-10-25,Montre connectée,Électronique,1,75000,75000,CUST4766,Kolda
TXN0532,2023-08-06,Sac à dos,Mode,1,15000,15000,CUST7765,Dakar
TXN0533,2023-07-12,Bureau ergonomique,Mobilier,3,120000,360000,CUST3327,Saint-Louis
TXN0534,2023-10-09,Chaussures de sport,Mode,2,40000,80000,CUST4804,Thiès
TXN0535,2023-09-26,Clavier mécanique,Accessoires,3,50000,150000,CUST2074,Saint-Louis
TXN0536,2023-11-21,Télévision LED,Électronique,3,450000,1350000,CUST9308,Ziguinchor
TXN0537,2023-09-07,Bureau ergonomique,Mobilier,4,120000,480000,CUST6199,Saint-Louis
TXN0538,2023-11-26,Ordinateur Portable,Électronique,3,350000,1050000,CUST4680,Ziguinchor
TXN0539,2023-09-13,Livre de développement personnel,Livres,5,10000,50000,CUST4519,Kaolack
TXN0540,2023-12-11,Bureau ergonomique,Mobilier,1,120000,120000,CUST5926,Ziguinchor
TXN0541,2023-09-27,Chaussures de sport,Mode,4,40000,160000,CUST6029,Dakar
TXN0542,2023-04-26,Bureau ergonomique,Mobilier,4,120000,480000,CUST1828,Matam
TXN0543,2023-08-16,Télévision LED,Électronique,4,450000,1800000,CUST4390,Matam
TXN0544,2023-05-27,Livre de développement personnel,Livres,4,10000,40000,CUST5638,Saint-Louis
TXN0545,2023-12-27,Montre connectée,Électronique,4,75000,300000,CUST2398,Kaolack
TXN0546,2023-12-28,Télévision LED,Électronique,3,450000,1350000,CUST9250,Tambacounda
TXN0547,2023-11-05,Chaussures de sport,Mode,3,40000,120000,CUST8833,Matam
TXN0548,2023-05-16,Casque Bluetooth,Accessoires,3,25000,75000,CUST1116,Ziguinchor
TXN0549,2023-11-26,Clavier mécanique,Accessoires,3,50000,150000,CUST5464,Dakar
TXN0550,2023-03-03,Casque Bluetooth,Accessoires,5,25000,125000,CUST6000,Dakar
TXN0551,2023-03-19,Clavier mécanique,Accessoires,5,50000,250000,CUST1524,Kaolack
TXN0552,2023-05-24,Clavier mécanique,Accessoires,1,50000,50000,CUST7455,Ziguinchor
TXN0553,2023-01-20,Sac à dos,Mode,3,15000,45000,CUST8137,Thiès
TXN0554,2023-06-14,Casque Bluetooth,Accessoires,3,25000,75000,CUST1401,Thiès
TXN0555,2023-06-20,Sac à dos,Mode,2,15000,30000,CUST4301,Ziguinchor
TXN0556,2023-07-23,Livre de développement personnel,Livres,1,10000,10000,CUST4821,Tambacounda
TXN0557,2023-05-18,Télévision LED,Électronique,4,450000,1800000,CUST6120,Tambacounda
TXN0558,2023-05-07,Montre connectée,Électronique,3,75000,225000,CUST7787,Matam
TXN0559,2023-04-13,Livre de développement personnel,Livres,3,10000,30000,CUST2514,Tambacounda
TXN0560,2023-07-22,Montre connectée,Électronique,4,75000,300000,CUST7664,Kaolack
TXN0561,2023-11-20,Télévision LED,Électronique,1,450000,450000,CUST9456,Kolda
TXN0562,2023-11-19,Clavier mécanique,Accessoires,1,50000,50000,CUST6706,Saint-Louis
TXN0563,2023-02-16,Ordinateur Portable,Électronique,2,350000,700000,CUST1712,Matam
TXN0564,2023-05-04,Chaussures de sport,Mode,2,40000,80000,CUST9727,Dakar
TXN0565,2023-03-23,Sac à dos,Mode,1,15000,15000,CUST7548,Kaolack
TXN0566,2023-11-29,Bureau ergonomique,Mobilier,3,120000,360000,CUST2394,Saint-Louis
TXN0567,2023-03-24,Télévision LED,Électronique,3,450000,1350000,CUST3042,Saint-Louis
TXN0568,2023-02-14,Téléphone,Électronique,2,200000,400000,CUST5123,Tambacounda
TXN0569,2023-11-18,Clavier mécanique,Accessoires,1,50000,50000,CUST5629,Dakar
TXN0570,2023-02-02,Téléphone,Électronique,5,200000,1000000,CUST4472,Saint-Louis
TXN0571,2023-01-30,Montre connectée,Électronique,1,75000,75000,CUST7000,Kolda
TXN0572,2023-06-26,Télévision LED,Électronique,5,450000,2250000,CUST4062,Saint-Louis
TXN0573,2023-10-25,Casque Bluetooth,Accessoires,3,25000,75000,CUST2700,Thiès
TXN0574,2023-06-22,Ordinateur Portable,Électronique,4,350000,1400000,CUST2836,Tambacounda
TXN0575,2023-08-07,Sac à dos,Mode,5,15000,75000,CUST8260,Ziguinchor
TXN0576,2023-11-17,Télévision LED,Électronique,2,450000,900000,CUST7818,Kaolack
TXN0577,2023-05-06,Bureau ergonomique,Mobilier,4,120000,480000,CUST7620,Ziguinchor
TXN0578,2023-05-21,Ordinateur Portable,Électronique,1,350000,350000,CUST7362,Dakar
TXN0579,2023-08-03,Chaussures de sport,Mode,1,40000,40000,CUST5812,Kaolack
TXN0580,2023-05-20,Bureau ergonomique,Mobilier,4,120000,480000,CUST8470,Ziguinchor
TXN0581,2023-06-08,Ordinateur Portable,Électronique,5,350000,1750000,CUST8455,Tambacounda
TXN0582,2023-12-08,Ordinateur Portable,Électronique,5,350000,1750000,CUST8274,Saint-Louis
TXN0583,2023-03-15,Casque Bluetooth,Accessoires,2,25000,50000,CUST7910,Kaolack
TXN0584,2023-02-12,Télévision LED,Électronique,1,450000,450000,CUST3333,Thiès
TXN0585,2023-12-21,Sac à dos,Mode,4,15000,60000,CUST4313,Kolda
TXN0586,2023-02-14,Casque Bluetooth,Accessoires,3,25000,75000,CUST8152,Tambacounda
TXN0587,2023-11-01,Casque Bluetooth,Accessoires,4,25000,100000,CUST9857,Dakar
TXN0588,2023-10-07,Casque Bluetooth,Accessoires,5,25000,125000,CUST2638,Kolda
TXN0589,2023-04-10,Téléphone,Électronique,3,200000,600000,CUST5220,Saint-Louis
TXN0590,2023-02-13,Livre de développement personnel,Livres,4,10000,40000,CUST7135,Tambacounda
TXN0591,2023-12-02,Sac à dos,Mode,3,15000,45000,CUST8940,Kaolack
TXN0592,2023-07-03,Téléphone,Électronique,1,200000,200000,CUST3113,Saint-Louis
TXN0593,2023-03-10,Ordinateur Portable,Électronique,1,350000,350000,CUST4519,Thiès
TXN0594,2023-05-16,Livre de développement personnel,Livres,3,10000,30000,CUST2105,Tambacounda
TXN0595,2023-02-25,Ordinateur Portable,Électronique,3,350000,1050000,CUST8189,Matam
TXN0596,2023-06-20,Téléphone,Électronique,5,200000,1000000,CUST5053,Tambacounda
TXN0597,2023-01-05,Bureau ergonomique,Mobilier,2,120000,240000,CUST7276,Kaolack
